"","Run","Assay.Type","BioSample","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","Experiment","Instrument","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","Sample.Name","SRA.Study","BioProject","AvgSpotLen","Bases","Bytes","Library.Name","Host","Collection_Date","BioSampleModel","isolate","geo_loc_name_country","geo_loc_name_country_continent","geo_loc_name","Isolation_source","strain","collected_by","lat_lon","host_disease","ENA.FIRST.PUBLIC..run.","ENA.LAST.UPDATE..run.","sample_name","AssemblyName","INSDC_center_name","INSDC_first_public","INSDC_last_update","INSDC_status","SRA_accession","title","sample_type","Alias","INSDC_center_alias","ENA_CHECKLIST","subject_id","Biomaterial_provider","ENA.FIRST.PUBLIC","ENA.LAST.UPDATE","spoligotype","ArrayExpress.SPECIES","Genotype","VNTR","host_description","forward_read_length..run.","MD5_checksum2..run.","MD5_checksum..run.","reverse_read_length..run.","REA","Description","external_id","Submitter_Id","passage_history","samp_size","identified_by","lab_host","common_name","geographic_location_.country_and.or_sea.","GEO_Accession..exp.","host_health_state","host_scientific_name","source_name","host_sex","Broker_name","ENA.SUBMISSION.TOOL..exp.","Internal_project_id","host_tissue_sampled","Host_Age","treatment","env_biome","genotype.variation","serovar","specific_host","env_feature","env_material","isol_growth_condt","num_replicons","ref_biomaterial","accession..run.","Age","growth_condition","object_status..run.","organism"
"700","SRR8073660","WGS","SAMN10254815","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901492","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","00-26MIDNRdeerAlp","SRP053287","PRJNA251692",476,450596350,322475566,"00-26MIDNRdeerAlp","Deer","not collected","Pathogen.cl","00-26MIDNRdeerAlp","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"701","SRR8073661","WGS","SAMN10254814","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901491","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","00-25MIDNRdeerAlc","SRP053287","PRJNA251692",480,211277760,151655564,"00-25MIDNRdeerAlc","Deer","not collected","Pathogen.cl","00-25MIDNRdeerAlc","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"702","SRR8073662","WGS","SAMN10254813","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901490","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","00-1MIDNRdeerAlc","SRP053287","PRJNA251692",480,297037238,209972086,"00-1MIDNRdeerAlc","Deer","not collected","Pathogen.cl","00-1MIDNRdeerAlc","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"703","SRR8073663","WGS","SAMN10254890","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901489","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","99-24MIDNRdeerAlc","SRP053287","PRJNA251692",481,570513228,385091761,"99-24MIDNRdeerAlc","Deer","not collected","Pathogen.cl","99-24MIDNRdeerAlc","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"704","SRR8073664","WGS","SAMN10254876","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901488","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","98-20MIDNRdeerAlp","SRP053287","PRJNA251692",474,533076293,327767332,"98-20MIDNRdeerAlp","Deer","not collected","Pathogen.cl","98-20MIDNRdeerAlp","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"705","SRR8073665","WGS","SAMN10254822","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901487","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","00-53MIDNRdeerAlc","SRP053287","PRJNA251692",293,342721806,215506447,"00-53MIDNRdeerAlc","Deer","not collected","Pathogen.cl","00-53MIDNRdeerAlc","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"706","SRR8073666","WGS","SAMN10254821","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901486","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","00-51MIDNRdeerAlp","SRP053287","PRJNA251692",293,440748449,275833591,"00-51MIDNRdeerAlp","Deer","not collected","Pathogen.cl","00-51MIDNRdeerAlp","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"707","SRR8073667","WGS","SAMN10254855","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901485","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","96-38MIDNRdeerAlp","SRP053287","PRJNA251692",470,451799966,267452091,"96-38MIDNRdeerAlp","Deer","not collected","Pathogen.cl","96-38MIDNRdeerAlp","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"708","SRR8073668","WGS","SAMN10254856","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901484","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","96-46MIDNRdeerAlc","SRP053287","PRJNA251692",467,493760058,296639641,"96-46MIDNRdeerAlc","Deer","not collected","Pathogen.cl","96-46MIDNRdeerAlc","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"709","SRR8073669","WGS","SAMN10254853","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901483","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","96-20MIDNRdeerAlp","SRP053287","PRJNA251692",471,129894053,66989233,"96-20MIDNRdeerAlp","Deer","not collected","Pathogen.cl","96-20MIDNRdeerAlp","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"710","SRR8073670","WGS","SAMN10254854","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901482","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","96-32MIDNRdeerAlp","SRP053287","PRJNA251692",478,501410945,293311536,"96-32MIDNRdeerAlp","Deer","not collected","Pathogen.cl","96-32MIDNRdeerAlp","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"711","SRR8073671","WGS","SAMN10254859","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901481","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","96-58MIDNRdeerAlc","SRP053287","PRJNA251692",469,589483329,371287876,"96-58MIDNRdeerAlc","Deer","not collected","Pathogen.cl","96-58MIDNRdeerAlc","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"712","SRR8073672","WGS","SAMN10254860","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901480","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","96-72MIDNRdeerOsco","SRP053287","PRJNA251692",469,453130861,274149498,"96-72MIDNRdeerOsco","Deer","not collected","Pathogen.cl","96-72MIDNRdeerOsco","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"713","SRR8073673","WGS","SAMN10254857","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901479","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","96-47MIDNRdeerMontm","SRP053287","PRJNA251692",477,352651893,209211746,"96-47MIDNRdeerMontm","Deer","not collected","Pathogen.cl","96-47MIDNRdeerMontm","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"714","SRR8073674","WGS","SAMN10254858","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901478","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","96-57MIDNRdeerAlc","SRP053287","PRJNA251692",471,531957714,310566183,"96-57MIDNRdeerAlc","Deer","not collected","Pathogen.cl","96-57MIDNRdeerAlc","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"715","SRR8073675","WGS","SAMN10254888","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901477","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","99-21MIDNRdeerAlc","SRP053287","PRJNA251692",486,415450901,291769061,"99-21MIDNRdeerAlc","Deer","not collected","Pathogen.cl","99-21MIDNRdeerAlc","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"716","SRR8073676","WGS","SAMN10254886","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901476","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","99-17MIDNRdeerOsco","SRP053287","PRJNA251692",477,437868769,274329346,"99-17MIDNRdeerOsco","Deer","not collected","Pathogen.cl","99-17MIDNRdeerOsco","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"717","SRR8073677","WGS","SAMN10254861","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901475","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","97-22MIDNRdeerAlc","SRP053287","PRJNA251692",478,396600565,239084617,"97-22MIDNRdeerAlc","Deer","not collected","Pathogen.cl","97-22MIDNRdeerAlc","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"718","SRR8073678","WGS","SAMN10254862","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901474","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","97-33MIDNRdeerAlp","SRP053287","PRJNA251692",470,172377970,86334180,"97-33MIDNRdeerAlp","Deer","not collected","Pathogen.cl","97-33MIDNRdeerAlp","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"719","SRR8073679","WGS","SAMN10254881","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901473","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","98-54MIDNRdeerAlp","SRP053287","PRJNA251692",470,418506631,270140364,"98-54MIDNRdeerAlp","Deer","not collected","Pathogen.cl","98-54MIDNRdeerAlp","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"720","SRR8073680","WGS","SAMN10254882","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901472","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","98-5MIDNRdeerAlc-2","SRP053287","PRJNA251692",474,492029391,302275980,"98-5MIDNRdeerAlc-2","Deer","not collected","Pathogen.cl","98-5MIDNRdeerAlc-2","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"721","SRR8073681","WGS","SAMN10254887","USDA","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX4901471","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2018-10-17T00:00:00Z","99-19MIDNRdeerAnt","SRP053287","PRJNA251692",462,818307170,553381283,"99-19MIDNRdeerAnt","Deer","not collected","Pathogen.cl","99-19MIDNRdeerAnt","USA","North America","USA:Michigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3981","SRR5817668","WGS","SAMN07340010","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2996014","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","06-33MIDNRdeerMontm","SRP053287","PRJNA251692",478,425990395,259861831,"06-33MIDNRdeerMontm","Deer","not collected","Pathogen.cl","06-33MIDNRdeerMontm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3982","SRR5817669","WGS","SAMN07340009","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2996013","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","04-8160","SRP053287","PRJNA251692",468,741266469,493417321,"04-8160","Cattle:Dairy","not collected","Pathogen.cl","04-8160","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3983","SRR5817670","WGS","SAMN07340012","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2996012","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","06-44MIDNRdeerAlp","SRP053287","PRJNA251692",473,454676958,283164354,"06-44MIDNRdeerAlp","Deer","not collected","Pathogen.cl","06-44MIDNRdeerAlp","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3984","SRR5817671","WGS","SAMN07340011","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2996011","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","06-35MIDNRdeerAlp","SRP053287","PRJNA251692",478,403754868,253289654,"06-35MIDNRdeerAlp","Deer","not collected","Pathogen.cl","06-35MIDNRdeerAlp","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3985","SRR5817672","WGS","SAMN07340014","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2996010","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","07-30MIDNRdeerMontm","SRP053287","PRJNA251692",479,485188161,305233916,"07-30MIDNRdeerMontm","Deer","not collected","Pathogen.cl","07-30MIDNRdeerMontm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3986","SRR5817673","WGS","SAMN07340013","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2996009","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","06-45MIDNRelkMontm","SRP053287","PRJNA251692",475,391435140,237301561,"06-45MIDNRelkMontm","Elk","not collected","Pathogen.cl","06-45MIDNRelkMontm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3987","SRR5817674","WGS","SAMN07340008","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2996008","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","04-8159","SRP053287","PRJNA251692",444,1042203427,686168639,"04-8159","Cattle:Dairy","not collected","Pathogen.cl","04-8159","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3988","SRR5817675","WGS","SAMN07340007","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2996007","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","04-8158","SRP053287","PRJNA251692",449,1166349580,782391871,"04-8158","Cattle:Dairy","not collected","Pathogen.cl","04-8158","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3989","SRR5817676","WGS","SAMN07339996","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2996006","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","03-20MIDNRdeerOsco","SRP053287","PRJNA251692",475,420896971,253634257,"03-20MIDNRdeerOsco","Deer","not collected","Pathogen.cl","03-20MIDNRdeerOsco","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3990","SRR5817677","WGS","SAMN07339995","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2996005","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","03-10MIDNRdeerMontm","SRP053287","PRJNA251692",470,401562683,239402909,"03-10MIDNRdeerMontm","Deer","not collected","Pathogen.cl","03-10MIDNRdeerMontm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3991","SRR5817678","WGS","SAMN07339994","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2996004","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","02-5MIDNRdeerAlc","SRP053287","PRJNA251692",473,411056410,266627227,"02-5MIDNRdeerAlc","Deer","not collected","Pathogen.cl","02-5MIDNRdeerAlc","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3992","SRR5817679","WGS","SAMN07339993","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2996003","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","02-3MIDNRdeerMontm","SRP053287","PRJNA251692",468,445433395,274079738,"02-3MIDNRdeerMontm","Deer","not collected","Pathogen.cl","02-3MIDNRdeerMontm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3993","SRR5817680","WGS","SAMN07339992","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2996002","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","01-8MIDNRdeerAlp","SRP053287","PRJNA251692",479,415575268,258212521,"01-8MIDNRdeerAlp","Deer","not collected","Pathogen.cl","01-8MIDNRdeerAlp","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3994","SRR5817681","WGS","SAMN07339991","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2996001","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","01-61MIDNRelkMontm","SRP053287","PRJNA251692",476,373714268,230299742,"01-61MIDNRelkMontm","Elk","not collected","Pathogen.cl","01-61MIDNRelkMontm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3995","SRR5817682","WGS","SAMN07339990","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2996000","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","01-4MIDNRdeerMontm","SRP053287","PRJNA251692",474,445755124,290387825,"01-4MIDNRdeerMontm","Deer","not collected","Pathogen.cl","01-4MIDNRdeerMontm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3996","SRR5817683","WGS","SAMN07339989","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995999","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","01-45MIDNRdeerPI","SRP053287","PRJNA251692",468,336113919,206289401,"01-45MIDNRdeerPI","Deer","not collected","Pathogen.cl","01-45MIDNRdeerPI","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
